Season,City,Climate Zone,Building Type,Building Function,Floors,Building Operation Mode,Room Length x Width (m^2),Room Height (m),Sex,Age,Height (m),Weight (kg),Living Years,Clothing Insulation (clo),Metabolic Rate (met),Indoor Air Temperature (¡æ),Indoor Relative Humidity (%),Indoor Air Velocity (m/s),Globe Temperature (¡æ),Indoor Air Temperature 1 (¡æ),Indoor Relative Humidity 1 (%),Indoor Air Velocity 1 (m/s),Globe Temperature 1 (¡æ),Indoor Air Temperature 2 (¡æ),Indoor Relative Humidity 2 (%),Indoor Air Velocity 2 (m/s),Globe Temperature 2 (¡æ),Roof Temperature (¡æ),Wall Temperature (¡æ),Floor Temperature (¡æ),Operative Temperature (¡æ),Mean Radiant Temperature (¡æ),Radiant Temperature Asymmetry (¡æ),Real-Time Outdoor Temperature (¡æ),Mean Daily Outdoor Temperature (¡æ),Monthly Mean Outdoor Temperature (¡æ),7-Day Running Mean Outdoor Temperature (¡æ),15-Day Running Mean Outdoor Temperature (¡æ),Mean Daily Outdoor Relative Humidity (%),Mean Daily Outdoor Air Velocity (m/s)
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,33,170.0,75.0,14.0,0.48,0.9,25.5,49,,,25.5,49,,,25.5,49,0.0,25.5,,,,25.5,25.5,,,0.9,-1.0,-0.5,-2.0,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,57,,,57.0,0.51,1.2,26.0,40,,,26.0,40,,,26.0,40,0.0,26.0,,,,26.0,26.0,,,0.9,-1.0,-0.5,-2.0,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,35,176.0,82.0,15.0,0.49,1.2,22.8,50,,,22.8,50,,,22.8,50,0.0,22.8,,,,22.8,22.8,,,0.9,-1.0,-0.5,-2.0,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Female,48,160.0,60.0,44.0,0.48,0.9,25.7,28,,,25.7,28,,,25.7,28,0.0,25.7,,,,25.7,25.7,,,0.9,-1.0,-0.5,-2.0,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,50,170.0,80.0,50.0,0.66,0.8,25.7,29,,,25.7,29,,,25.7,29,0.0,25.7,,,,25.7,25.7,,,0.9,-1.0,-0.5,-2.0,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,33,170.0,75.0,14.0,0.48,1.2,25.2,48,,,25.2,48,,,25.2,48,0.0,25.2,,,,25.2,25.2,,,7.5,-1.0,3.2,3.1,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiant floor heating,,,Female,57,165.0,55.0,57.0,0.67,1.2,27.5,35,,,27.5,35,,,27.5,35,0.0,27.5,,,,27.5,27.5,,,7.5,-1.0,3.2,3.1,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiant floor heating,,,Male,59,171.0,75.0,55.0,0.66,0.9,27.6,35,,,27.6,35,,,27.6,35,0.0,27.6,,,,27.6,27.6,,,7.5,-1.0,3.2,3.1,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Female,48,160.0,60.0,44.0,0.48,1.2,27.6,34,,,27.6,34,,,27.6,34,0.0,27.6,,,,27.6,27.6,,,7.5,-1.0,3.2,3.1,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,50,170.0,80.0,50.0,0.46,0.8,27.6,34,,,27.6,34,,,27.6,34,0.0,27.6,,,,27.6,27.6,,,7.5,-1.0,3.2,3.1,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiant floor heating,,,Female,27,165.0,60.0,27.0,0.46,0.9,29.2,39,,,29.2,39,,,29.2,39,0.0,29.2,,,,29.2,29.2,,,7.5,-1.0,3.2,3.1,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiant floor heating,,,Male,59,172.0,68.0,59.0,0.46,0.8,29.1,39,,,29.1,39,,,29.1,39,0.0,29.1,,,,29.1,29.1,,,7.5,-1.0,3.2,3.1,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiant floor heating,,,Female,53,160.0,60.0,53.0,0.46,0.8,29.1,39,,,29.1,39,,,29.1,39,0.0,29.1,,,,29.1,29.1,,,7.5,-1.0,3.2,3.1,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,35,176.0,82.0,15.0,0.49,1.2,24.8,46,,,24.8,46,,,24.8,46,0.0,24.8,,,,24.8,24.8,,,9.2,-1.0,5.3,5.3,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Female,33,160.0,43.0,20.0,1.0,1.2,24.8,46,,,24.8,46,,,24.8,46,0.0,24.8,,,,24.8,24.8,,,9.2,-1.0,5.3,5.3,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Radiator heating,,,Female,32,170.0,60.0,13.0,0.48,1.2,25.0,46,,,25.0,46,,,25.0,46,0.0,25.0,,,,25.0,25.0,,,9.2,-1.0,5.3,5.3,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Radiator heating,,,Male,33,175.0,80.0,13.0,0.48,0.8,25.0,47,,,25.0,47,,,25.0,47,0.0,25.0,,,,25.0,25.0,,,9.2,-1.0,5.3,5.3,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiator heating,,,Male,72,169.0,70.0,70.0,0.59,1.2,25.1,35,,,25.1,35,,,25.1,35,0.0,25.1,,,,25.1,25.1,,,5.5,10.4,5.3,5.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiator heating,,,Female,69,155.0,50.0,69.0,0.44,1.0,25.1,35,,,25.1,35,,,25.1,35,0.0,25.1,,,,25.1,25.1,,,5.5,10.4,5.3,5.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiant floor heating,,,Female,57,165.0,55.0,57.0,0.49,1.2,24.3,36,,,24.3,36,,,24.3,36,0.0,24.3,,,,24.3,24.3,,,5.5,10.4,5.3,5.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,33,170.0,75.0,14.0,0.48,1.2,24.9,48,,,24.9,48,,,24.9,48,0.0,24.9,,,,24.9,24.9,,,5.5,10.4,5.3,5.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiant floor heating,,,Male,59,171.0,75.0,55.0,0.66,1.0,25.2,38,,,25.2,38,,,25.2,38,0.0,25.2,,,,25.2,25.2,,,5.5,10.4,5.3,5.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Female,48,160.0,60.0,44.0,0.48,1.2,26.4,29,,,26.4,29,,,26.4,29,0.0,26.4,,,,26.4,26.4,,,3.0,10.4,5.0,5.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Radiator heating,,,Female,32,170.0,60.0,13.0,0.73,1.2,23.0,44,,,23.0,44,,,23.0,44,0.0,23.0,,,,23.0,23.0,,,3.0,10.4,5.0,5.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Radiator heating,,,Male,33,175.0,80.0,13.0,0.49,0.9,23.0,43,,,23.0,43,,,23.0,43,0.0,23.0,,,,23.0,23.0,,,3.0,10.4,5.0,5.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiant floor heating,,,Female,53,160.0,60.0,53.0,0.46,1.0,27.5,33,,,27.5,33,,,27.5,33,0.0,27.5,,,,27.5,27.5,,,3.0,10.4,5.0,5.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiant floor heating,,,Female,27,165.0,60.0,27.0,0.46,0.9,27.5,33,,,27.5,33,,,27.5,33,0.0,27.5,,,,27.5,27.5,,,3.0,10.4,5.0,5.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiant floor heating,,,Male,59,172.0,68.0,59.0,0.46,1.2,27.5,33,,,27.5,33,,,27.5,33,0.0,27.5,,,,27.5,27.5,,,3.0,10.4,5.0,5.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,50,170.0,80.0,50.0,0.46,0.8,26.1,29,,,26.1,29,,,26.1,29,0.0,26.1,,,,26.1,26.1,,,1.0,10.4,4.3,5.3,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,35,176.0,82.0,15.0,0.69,1.2,22.7,39,,,22.7,39,,,22.7,39,0.0,22.7,,,,22.7,22.7,,,1.8,10.4,3.3,4.4,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Female,33,160.0,43.0,20.0,1.0,1.0,22.7,39,,,22.7,39,,,22.7,39,0.0,22.7,,,,22.7,22.7,,,1.8,10.4,3.3,4.4,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Female,57,162.0,50.0,56.0,0.41,1.2,26.0,34,,,26.0,34,,,26.0,34,0.0,26.0,,,,26.0,26.0,,,1.1,10.4,2.6,3.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,57,,,57.0,0.63,0.9,26.0,34,,,26.0,34,,,26.0,34,0.0,26.0,,,,26.0,26.0,,,1.1,10.4,2.6,3.9,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,3.0,Radiator heating,,,Male,58,174.0,75.0,31.0,0.66,0.9,21.7,35,,,21.7,35,,,21.7,35,0.0,21.7,,,,21.7,21.7,,,5.6,10.4,2.1,3.3,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiator heating,,,Male,72,169.0,70.0,70.0,0.59,1.2,24.2,33,,,24.2,33,,,24.2,33,0.0,24.2,,,,24.2,24.2,,,8.2,10.4,2.5,3.7,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Female,48,160.0,60.0,44.0,0.48,0.9,26.6,32,,,26.6,32,,,26.6,32,0.0,26.6,,,,26.6,26.6,,,8.2,10.4,2.5,3.7,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,50,170.0,80.0,50.0,0.46,0.8,27.9,34,,,27.9,34,,,27.9,34,0.0,27.9,,,,27.9,27.9,,,12.2,10.4,3.4,4.6,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiator heating,,,Male,72,169.0,70.0,70.0,0.56,1.2,24.1,32,,,24.1,32,,,24.1,32,0.0,24.1,,,,24.1,24.1,,,5.9,10.4,4.9,6.1,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiator heating,,,Female,69,155.0,50.0,69.0,0.49,0.9,24.1,32,,,24.1,32,,,24.1,32,0.0,24.1,,,,24.1,24.1,,,5.9,10.4,4.9,6.1,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Radiator heating,,,Female,32,170.0,60.0,13.0,0.49,1.0,22.0,33,,,22.0,33,,,22.0,33,0.0,22.0,,,,22.0,22.0,,,6.5,10.4,5.0,6.0,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Radiator heating,,,Male,33,175.0,80.0,13.0,0.71,1.0,22.0,33,,,22.0,33,,,22.0,33,0.0,22.0,,,,22.0,22.0,,,6.5,10.4,5.0,6.0,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiant floor heating,,,Female,53,160.0,60.0,53.0,0.46,1.2,29.0,41,,,29.0,41,,,29.0,41,0.0,29.0,,,,29.0,29.0,,,9.8,10.4,5.3,6.0,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Radiant floor heating,,,Female,27,165.0,60.0,27.0,0.44,1.2,29.0,41,,,29.0,41,,,29.0,41,0.0,29.0,,,,29.0,29.0,,,9.8,10.4,5.3,6.0,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Office,Living room,,Radiator heating,,,Female,58,163.0,60.0,30.0,0.91,0.8,22.6,26,,,22.6,26,,,22.6,26,0.0,22.6,,,,22.6,22.6,,,7.3,10.4,9.6,10.4,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,50,170.0,80.0,50.0,0.46,0.8,26.2,27,,,26.2,27,,,26.2,27,0.0,26.2,,,,26.2,26.2,,,6.8,10.4,8.0,9.1,,
Winter Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Radiator heating,,,Male,33,170.0,75.0,14.0,0.48,0.9,24.6,50,,,24.6,50,,,24.6,50,0.0,24.6,,,,24.6,24.6,,,7.7,10.4,7.5,8.6,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,57,162.0,50.0,56.0,0.74,1.2,24.5,44,,,24.5,44,,,24.5,44,0.0,24.5,,,,24.5,24.5,,,10.3,10.4,7.3,9.0,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,48,160.0,60.0,44.0,0.88,0.9,24.1,30,,,24.1,30,,,24.1,30,0.0,24.1,,,,24.1,24.1,,,14.1,10.4,7.2,9.3,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,50,170.0,80.0,50.0,0.71,0.8,24.1,30,,,24.1,30,,,24.1,30,0.0,24.1,,,,24.1,24.1,,,14.1,10.4,7.2,9.3,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Naturally Ventilated,,,Female,46,165.0,62.0,46.0,0.47,0.8,21.0,34,,,21.0,34,,,21.0,34,0.0,21.0,,,,21.0,21.0,,,14.1,10.4,7.2,9.3,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,33,170.0,75.0,14.0,0.48,1.2,24.1,61,,,24.1,61,,,24.1,61,0.0,24.1,,,,24.1,24.1,,,21.0,10.4,11.4,13.0,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,48,160.0,60.0,44.0,0.88,1.2,24.3,42,,,24.3,42,,,24.3,42,0.0,24.3,,,,24.3,24.3,,,14.3,10.4,13.0,14.6,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,50,170.0,80.0,50.0,0.88,1.2,24.1,35,,,24.1,35,,,24.1,35,0.0,24.1,,,,24.1,24.1,,,11.9,10.4,12.8,14.4,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Office,Living room,,Naturally Ventilated,,,Female,58,163.0,60.0,30.0,0.56,0.9,21.0,43,,,21.0,43,,,21.0,43,0.0,21.0,,,,21.0,21.0,,,11.9,10.4,12.8,14.4,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Naturally Ventilated,,,Female,27,165.0,60.0,27.0,0.46,1.0,26.2,34,,,26.2,34,,,26.2,34,0.0,26.2,,,,26.2,26.2,,,16.6,10.4,12.1,13.8,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Naturally Ventilated,,,Female,53,160.0,60.0,53.0,0.46,1.0,26.3,34,,,26.3,34,,,26.3,34,0.0,26.3,,,,26.3,26.3,,,16.6,10.4,12.1,13.8,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,50,170.0,80.0,50.0,0.66,0.8,25.1,30,,,25.1,30,,,25.1,30,0.0,25.1,,,,25.1,25.1,,,20.6,10.4,12.4,14.2,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,50,170.0,80.0,50.0,0.46,1.2,25.3,37,,,25.3,37,,,25.3,37,0.0,25.3,,,,25.3,25.3,,,19.4,14.3,13.4,15.4,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,48,160.0,60.0,44.0,0.48,1.2,25.5,36,,,25.5,36,,,25.5,36,0.0,25.5,,,,25.5,25.5,,,19.4,14.3,13.4,15.4,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,33,160.0,43.0,20.0,0.95,1.2,22.9,39,,,22.9,39,,,22.9,39,0.0,22.9,,,,22.9,22.9,,,8.1,14.3,11.9,14.7,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,35,176.0,82.0,15.0,0.48,1.2,22.9,39,,,22.9,39,,,22.9,39,0.0,22.9,,,,22.9,22.9,,,8.1,14.3,11.9,14.7,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,57,165.0,55.0,57.0,0.54,1.2,23.4,45,,,23.4,45,,,23.4,45,0.0,23.4,,,,23.4,23.4,,,7.0,14.3,10.5,13.3,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,59,171.0,75.0,55.0,0.66,1.0,23.4,45,,,23.4,45,,,23.4,45,0.0,23.4,,,,23.4,23.4,,,7.0,14.3,10.5,13.3,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,48,160.0,60.0,44.0,1.18,1.2,20.3,46,,,20.3,46,,,20.3,46,0.0,20.3,,,,20.3,20.3,,,7.3,14.3,7.9,10.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,50,170.0,80.0,50.0,1.13,0.8,20.3,46,,,20.3,46,,,20.3,46,0.0,20.3,,,,20.3,20.3,,,7.3,14.3,7.9,10.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,50,170.0,80.0,50.0,1.13,0.8,20.3,46,,,20.3,46,,,20.3,46,0.0,20.3,,,,20.3,20.3,,,7.3,14.3,7.9,10.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Naturally Ventilated,,,Female,27,165.0,60.0,27.0,0.46,1.2,21.3,52,,,21.3,52,,,21.3,52,0.0,21.3,,,,21.3,21.3,,,7.3,14.3,7.9,10.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Naturally Ventilated,,,Male,59,172.0,68.0,59.0,0.46,1.2,21.4,51,,,21.4,51,,,21.4,51,0.0,21.4,,,,21.4,21.4,,,7.3,14.3,7.9,10.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Naturally Ventilated,,,Female,53,160.0,60.0,53.0,0.46,0.8,21.3,52,,,21.3,52,,,21.3,52,0.0,21.3,,,,21.3,21.3,,,7.3,14.3,7.9,10.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Naturally Ventilated,,,Male,72,169.0,70.0,70.0,0.7,1.2,20.9,49,,,20.9,49,,,20.9,49,0.0,20.9,,,,20.9,20.9,,,10.8,14.3,7.1,9.8,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Naturally Ventilated,,,Female,69,155.0,50.0,69.0,0.7,1.0,20.9,49,,,20.9,49,,,20.9,49,0.0,20.9,,,,20.9,20.9,,,10.8,14.3,7.1,9.8,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,48,160.0,60.0,44.0,1.48,1.2,20.1,49,,,20.1,49,,,20.1,49,0.0,20.1,,,,20.1,20.1,,,14.9,14.3,6.4,9.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,50,170.0,80.0,50.0,1.13,1.2,20.1,48,,,20.1,48,,,20.1,48,0.0,20.1,,,,20.1,20.1,,,14.9,14.3,6.4,9.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,33,170.0,75.0,14.0,0.48,0.9,22.2,59,,,22.2,59,,,22.2,59,0.0,22.2,,,,22.2,22.2,,,14.9,14.3,6.4,9.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Naturally Ventilated,,,Female,32,170.0,60.0,13.0,1.24,1.0,17.0,63,,,17.0,63,,,17.0,63,0.0,17.0,,,,17.0,17.0,,,14.9,14.3,6.4,9.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Naturally Ventilated,,,Male,33,175.0,80.0,13.0,0.68,1.0,17.0,64,,,17.0,64,,,17.0,64,0.0,17.0,,,,17.0,17.0,,,14.9,14.3,6.4,9.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,57,162.0,50.0,56.0,1.06,1.2,21.3,60,,,21.3,60,,,21.3,60,0.0,21.3,,,,21.3,21.3,,,15.1,14.3,7.7,10.4,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Naturally Ventilated,,,Female,46,165.0,62.0,46.0,0.47,0.8,19.8,39,,,19.8,39,,,19.8,39,0.0,19.8,,,,19.8,19.8,,,15.1,14.3,7.7,10.4,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,57,,,57.0,1.11,0.8,21.1,59,,,21.1,59,,,21.1,59,0.0,21.1,,,,21.1,21.1,,,15.1,14.3,7.7,10.4,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,59,171.0,75.0,55.0,0.48,0.9,22.2,62,,,22.2,62,,,22.2,62,0.0,22.2,,,,22.2,22.2,,,18.2,14.3,8.9,11.2,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,35,176.0,82.0,15.0,0.89,1.2,20.8,59,,,20.8,59,,,20.8,59,0.0,20.8,,,,20.8,20.8,,,18.2,14.3,8.9,11.2,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,33,160.0,43.0,20.0,1.0,1.2,20.8,59,,,20.8,59,,,20.8,59,0.0,20.8,,,,20.8,20.8,,,18.2,14.3,8.9,11.2,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,3.0,Naturally Ventilated,,,Male,58,174.0,75.0,31.0,0.46,0.9,20.1,61,,,20.1,61,,,20.1,61,0.0,20.1,,,,20.1,20.1,,,11.5,14.3,10.4,12.2,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,58,163.0,60.0,30.0,0.49,0.9,20.2,61,,,20.2,61,,,20.2,61,0.0,20.2,,,,20.2,20.2,,,11.5,14.3,10.4,12.2,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,35,176.0,82.0,15.0,0.96,1.2,19.5,56,,,19.5,56,,,19.5,56,0.0,19.5,,,,19.5,19.5,,,11.5,14.3,10.4,12.2,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,57,165.0,55.0,57.0,0.61,1.2,21.7,68,,,21.7,68,,,21.7,68,0.0,21.7,,,,21.7,21.7,,,11.5,14.3,10.4,12.2,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,48,160.0,60.0,44.0,1.48,1.2,21.0,56,,,21.0,56,,,21.0,56,0.0,21.0,,,,21.0,21.0,,,13.1,14.3,10.3,11.9,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,48,160.0,60.0,44.0,1.48,0.9,21.3,56,,,21.3,56,,,21.3,56,0.0,21.3,,,,21.3,21.3,,,13.1,14.3,10.3,11.9,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,50,170.0,80.0,50.0,1.13,0.8,20.9,58,,,20.9,58,,,20.9,58,0.0,20.9,,,,20.9,20.9,,,13.1,14.3,10.3,11.9,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Naturally Ventilated,,,Female,32,170.0,60.0,13.0,0.94,1.0,19.0,67,,,19.0,67,,,19.0,67,0.0,19.0,,,,19.0,19.0,,,13.1,14.3,10.3,11.9,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Naturally Ventilated,,,Male,33,175.0,80.0,13.0,0.69,1.2,19.0,67,,,19.0,67,,,19.0,67,0.0,19.0,,,,19.0,19.0,,,13.1,14.3,10.3,11.9,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,50,170.0,80.0,50.0,1.11,1.2,20.4,57,,,20.4,57,,,20.4,57,0.0,20.4,,,,20.4,20.4,,,10.8,14.3,10.4,12.0,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Naturally Ventilated,,,Male,72,169.0,70.0,70.0,0.7,1.2,22.1,58,,,22.1,58,,,22.1,58,0.0,22.1,,,,22.1,22.1,,,11.8,14.3,10.1,11.6,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,4.0,Naturally Ventilated,,,Female,69,155.0,50.0,69.0,0.7,1.2,22.1,58,,,22.1,58,,,22.1,58,0.0,22.1,,,,22.1,22.1,,,11.8,14.3,10.1,11.6,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,57,162.0,50.0,56.0,0.83,1.2,20.8,66,,,20.8,66,,,20.8,66,0.0,20.8,,,,20.8,20.8,,,14.0,14.3,9.8,11.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,57,,,57.0,0.64,0.9,20.9,66,,,20.9,66,,,20.9,66,0.0,20.9,,,,20.9,20.9,,,14.0,14.3,9.8,11.5,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Dormitory,Dormitory,3.0,Naturally Ventilated,,,Male,20,185.0,79.7,20.0,0.96,1.2,22.6,45,,,22.6,45,,,22.6,45,0.0,22.6,,,,22.6,22.6,,,18.1,15.8,10.0,12.7,,
